1,0.020823001861572266,0.03210711479187012
3,0.04822063446044922,0.07294511795043945
5,0.07693290710449219,0.0997915267944336
7,0.10567378997802734,0.1343698501586914
9,0.14102673530578613,0.17057037353515625
11,0.17694354057312012,0.20787453651428223
13,0.21892094612121582,0.24550199508666992
15,0.2587563991546631,0.3148813247680664
17,0.3081233501434326,0.3546154499053955
19,0.3619537353515625,0.4407527446746826
21,0.4138636589050293,0.4380941390991211
23,0.4577000141143799,0.5003626346588135
25,0.5081286430358887,0.523859977722168
27,0.5689816474914551,0.5628647804260254
29,0.629143238067627,0.6137657165527344
31,0.7334258556365967,0.6515016555786133
33,0.7423214912414551,0.7109208106994629
35,0.8080008029937744,0.7414352893829346
37,0.8620727062225342,0.8205966949462891
39,0.9852547645568848,0.8838315010070801
41,1.050147533416748,0.9517505168914795
43,1.1472008228302002,0.9881289005279541
45,1.2144534587860107,1.018958568572998
47,1.2905018329620361,1.0800304412841797
49,1.320106029510498,1.1703131198883057
51,1.5092408657073975,1.3253998756408691
53,1.6232714653015137,1.286571741104126
55,1.6701114177703857,1.3749034404754639
57,1.7804746627807617,1.460465908050537
59,1.8696258068084717,1.4453184604644775
61,1.963193655014038,1.5323975086212158
63,2.167435884475708,1.5990328788757324
65,2.3478167057037354,1.6856069564819336
67,2.315155506134033,1.81160306930542
69,2.392599582672119,1.776015043258667
71,2.4900949001312256,1.984882116317749
73,2.620534658432007,1.9412853717803955
75,2.805955410003662,2.07255482673645
77,2.9000298976898193,2.1125295162200928
79,3.109250068664551,2.190624237060547
81,3.195563316345215,2.2557120323181152
83,3.3990585803985596,2.3450469970703125
85,3.5158536434173584,2.4794232845306396
87,3.6655542850494385,2.538390636444092
89,3.8570637702941895,2.6268324851989746
91,3.9752988815307617,2.6607413291931152
93,4.1406309604644775,2.740766763687134
95,4.241976737976074,2.80087947845459
97,4.55974555015564,3.060997247695923
99,5.009140968322754,3.0924127101898193
101,5.440469741821289,3.1018226146698
103,4.929304599761963,3.16231632232666
105,5.038280725479126,3.2342422008514404
107,5.2549238204956055,3.3791396617889404
109,5.54461932182312,3.4165167808532715
111,5.708304405212402,3.5706398487091064
113,5.848618745803833,3.638608932495117
115,6.321208238601685,3.648855447769165
117,6.228034734725952,3.7746076583862305
119,6.377379655838013,3.8497748374938965
121,6.823628187179565,3.9752743244171143
123,6.87485408782959,4.148381471633911
125,7.033507823944092,4.197876453399658
127,7.322109699249268,4.182652711868286
129,7.833238840103149,4.440142869949341
131,7.906279563903809,4.518437623977661
133,7.902441501617432,4.530475378036499
135,7.993512392044067,4.822486400604248
137,8.33831524848938,4.947731256484985
139,8.59548306465149,4.91852593421936
141,8.846286535263062,5.018476486206055
143,9.357128143310547,5.240866422653198
145,9.413310050964355,5.21600079536438
147,9.552208185195923,5.296963453292847
149,10.04833722114563,5.74202299118042
151,10.231900691986084,5.94463849067688
153,10.290171384811401,5.694428205490112
155,10.655776977539062,5.853273630142212
157,10.568928718566895,5.9862940311431885
159,10.8144690990448,6.075847625732422
161,11.316805362701416,6.133245468139648
163,11.47285795211792,6.321390628814697
165,11.676310062408447,6.378329038619995
167,11.963930368423462,6.5930376052856445
169,12.273770809173584,6.664762735366821
171,13.321901082992554,6.715250492095947
173,13.152618885040283,6.753841876983643
175,13.492197751998901,7.20029878616333
177,13.844570875167847,7.041825771331787
179,14.122168064117432,7.228667974472046
181,14.655612468719482,7.391415596008301
183,14.537029027938843,7.528581619262695
185,14.971683979034424,7.59405517578125
187,16.400173902511597,7.812101125717163
189,16.126052379608154,8.327940225601196
191,15.718148946762085,7.98942494392395
193,16.394120931625366,8.391170740127563
195,16.649372339248657,8.377350091934204
197,16.9611918926239,8.508839845657349
199,17.53265357017517,8.286685228347778
200,17.627941846847534,8.423243284225464
202,17.561328887939453,8.538657426834106
204,18.573684215545654,8.547216176986694
206,18.49384903907776,8.700340986251831
208,18.412666082382202,8.620866775512695
210,18.912214994430542,8.940150260925293
212,19.296391010284424,8.963630676269531
214,19.800926685333252,9.443844556808472
216,19.73743200302124,9.225359678268433
218,20.307508945465088,9.312499523162842
220,21.712278366088867,9.436787605285645
222,20.79420495033264,9.623924732208252
224,21.707549571990967,9.869908809661865
226,21.84724473953247,9.985262870788574
